Location,year,n_05_children,n_fostercare_children,n_suppnutrition_children,n_tempassist_children,n_totaln_children,n_unemploydaycare_children,per1000_abuseneglect_children,per1000_infantmortality_all,per1000_juvjusref_children,per1000_teenpreg1519_all,percent_adequateprenatcare_all,percent_ageoutfostercare_children,percent_amind_all,percent_amind_children,percent_asian_all,percent_asian_children,percent_black_all,percent_black_children,percent_cohortgrad_children,percent_exitfostercare_children,percent_foodinsecure_children,percent_fostercare_children,percent_frl_children,percent_g3mathprof_children,percent_g3readprof_children,percent_g8mathprof_children,percent_g8readprof_children,percent_hispanic_all,percent_hispanic_children,percent_homeless_children,percent_immuniz4313_children,percent_immuniz4313314_children,percent_multi_all,percent_multi_children,percent_nohealthinsur_children,percent_noschoolage34_children,percent_pacisl_all,percent_pacisl_children,percent_poverty_children,percent_stablefostercare_children,percent_unemployed_all,percent_white_all,percent_white_children
Josephine,2016,4380,421,7143,1918,16883,300,18.2,5.7,14.8,28.5,76.7,9.7,1.2,1.3,0.9,0.7,0.5,0.7,69.7,134,25,2.61,62.8,43.8,48.7,38,60,7.3,12.6,5.6,NA,60,2.8,5.4,3.8,NA,0.2,0.2,24.3,65.7,6.6,87.2,79.1
Josephine,2017,NA,279,6768,1482,16927,NA,NA,4.5,12.2,29.4,79.5,9,1.2,1.5,0.9,0.9,0.5,0.8,NA,156,NA,2.42,66.9,NA,NA,NA,NA,7.5,13.6,NA,NA,64,2.8,5.8,NA,NA,0.2,0.2,NA,68.1,5.4,86.9,86.7
Klamath,2013,4749,403,6267,1244,14251,208,28.9,6.4,28.8,46,79.5,4.1,3.6,4.4,1,0.8,0.7,1,46.5,172,28.5,2.8,NA,NA,NA,NA,NA,11.6,20.4,3.5,78.6,NA,3.2,5.7,6.6,63,0.1,0.1,26.8,70.1,10.7,79.8,67.5
Klamath,2014,4716,365,6083,1011,14068,194,22.6,3.8,25,40.6,80.4,NA,3.6,4.3,1,0.7,0.7,1.1,60,124,26.8,2.6,67.5,57.1,61.3,49,53.9,11.9,20.6,5.1,NA,77,3.3,5.8,5.9,64,0.1,0.1,29.1,52,9.7,79.4,67.3
Klamath,2015,4837,415,6030,814,14286,164,26.7,2.5,22.8,35.4,79.5,7.7,3.6,4.5,1,0.8,0.8,1.2,71.9,142,25.2,2.9,64.6,41.6,38.3,32,48.3,12.2,20.8,4.1,NA,72.3,3.3,5.8,4.6,68,0.1,0.2,29.4,57.1,8,78.9,66.7
Klamath,2016,4077,424,5887,761,14803,184,27.8,4.9,22.4,34.5,77.3,5.3,3.7,4.7,1,1,0.8,1.1,70.8,152,23.7,3.05,63.2,40.1,37,35.1,50.8,12.5,21.1,2.7,NA,68,3.5,6.2,5,NA,0.1,0.2,27.7,53.1,6.9,78.3,65.7
Klamath,2017,NA,258,5838,795,14458,NA,NA,10.1,20.7,22.9,72,2.9,3.7,5,1.1,1.2,0.7,1.2,NA,209,NA,3.08,64,NA,NA,NA,NA,13.1,24.6,NA,NA,74,3.5,6.7,NA,NA,0.1,0.2,NA,53.1,5.9,77.8,72.1
Lake,2013,400,43,551,43,1407,5,21.4,0,25.6,24.4,63.7,NA,2,2.1,0.8,0.7,0.5,0.4,77.1,21,29.8,3.1,NA,NA,NA,NA,NA,7.7,16,0.6,74.7,NA,3,6.4,8.9,89,0.1,0,29,31.8,11.1,85.9,74.5
Lake,2014,422,37,550,74,1449,7,40.8,12.2,17.3,40.4,68.3,NA,2,2.2,0.8,0.5,0.6,0.6,82.5,19,26.8,2.6,51.8,59.6,75.8,70.2,68.7,7.8,15.5,0.5,NA,62.5,3,6.1,8.5,90,0.1,0.1,28.3,33.3,9.8,85.7,75
Lake,2015,431,36,500,70,1456,5,23.5,0,18.5,21.1,63.7,NA,2,2.1,0.8,0.6,0.6,0.6,86.1,15,24.9,2.5,44.9,48.6,48.6,35.8,48.5,8.1,15.6,1.2,NA,75,3,5.8,6.7,76,0.1,0.1,26.1,63.6,7.8,85.4,75.3
Lake,2016,418,27,479,156,1522,3,23.4,14.3,21.3,27.3,68.1,NA,2,2.1,0.9,0.4,0.6,0.4,86.7,12,22.5,1.98,44.9,52.7,48.2,35.3,60.2,7.8,15.6,1.9,NA,68,3.3,99.1,5,NA,0.1,0.1,25.4,68.8,6.4,85.3,75.1
Lake,2017,NA,28,464,21,1545,NA,NA,0,12.7,27.2,66.1,14.3,2.1,2.7,0.9,0.2,0.6,0.5,NA,14,NA,2.52,45.1,NA,NA,NA,NA,8.5,17.3,NA,NA,64,3.3,6.6,NA,NA,0.1,0,NA,85.7,5.7,84.6,81.2
Lane,2013,21142,1532,25549,4905,68159,1774,14.4,6.5,18,22.5,75.8,8.2,1,1.2,2.7,2.7,0.9,1.2,65.1,429,25.9,2.2,NA,NA,NA,NA,NA,8,14.3,4.6,71.5,NA,3.5,6.7,5.9,54,0.2,0.2,24.4,65,7.6,83.6,73.7
Lane,2014,21216,1497,24658,4767,68413,1717,14.3,4.6,16.2,23.3,75.6,10,1,1.2,2.8,2.9,0.9,1.2,69.4,458,25.3,2.2,53.4,60.2,69.1,58.8,67.8,8.3,14.8,4.8,NA,66.7,3.6,6.8,4.3,55,0.2,0.2,20.1,58.7,7.1,83.1,72.9
Lane,2015,21568,1530,23611,3981,68799,1573,15.4,5.8,14.4,21.7,75.8,9.7,1,1.2,2.9,3,1,1.2,72,505,23.5,2.2,53.2,46.3,45.9,40.8,54.4,8.5,15.1,4.7,NA,70.8,3.7,6.9,3.8,57,0.2,0.3,23.1,62.8,5.9,82.7,72.4
Lane,2016,18832,1401,24512,3485,69692,1630,15.9,4.2,14.6,20.2,76.7,10.5,1,1.1,2.9,2.9,1,1.2,71,457,21.9,2.09,53.2,44.9,44.3,29.3,50.6,8.5,15,5.2,NA,66,3.7,6.9,4,NA,0.2,0.2,19.9,62.3,5.2,82.5,72.7
Lane,2017,NA,1132,21108,2843,70090,NA,NA,5.8,15,16.2,75.8,7.7,1.1,1.4,3,3.4,1,1.5,NA,467,NA,2.07,52,NA,NA,NA,NA,8.9,17.9,NA,NA,72,3.9,8.1,NA,NA,0.2,0.3,NA,64.3,4.5,81.9,84.5
Lincoln,2013,2717,193,3593,655,7954,152,22.4,2.4,21,28.2,75.1,NA,3.1,5.2,1.2,1,0.5,0.9,66.6,39,26.6,2.4,NA,NA,NA,NA,NA,8.3,18.3,9.8,70.7,NA,3.1,6.2,8.2,55,0.2,0.1,33,62.3,8.2,83.6,68.2
Lincoln,2014,2725,210,3477,605,7894,110,22.4,7,16,35.4,74.1,10.3,3.2,5.3,1.2,1,0.6,1,70.8,68,27.1,2.7,67.5,37.6,54.2,51.3,62.8,8.5,18.4,10,NA,58.7,3,6.2,6.7,57,0.2,0.2,30.3,53.8,8,83.3,67.8
Lincoln,2015,2731,189,3456,533,8014,81,16.3,6.9,13.4,44.9,75.1,11.4,3.2,5.2,1.2,0.9,0.6,1,73,70,25,2.4,66,35.1,34.1,32.1,47.1,8.7,19.6,10.9,NA,59.3,3.1,6.3,6,62,0.3,0.2,27.9,55.6,6.8,82.9,66.8
Lincoln,2016,2262,190,3556,493,7953,86,21.6,4.6,13.3,35.3,75.1,10.5,3.2,5.2,1.2,0.9,0.6,1,74.3,57,24.5,2.42,59.7,34.8,36.3,32.9,50.4,9,20.7,14.2,NA,63,3.2,6.4,4.6,NA,0.2,0.2,30,61.7,5.7,82.6,65.5
Lincoln,2017,NA,156,3095,388,8399,NA,NA,5,15.8,31.1,83.9,5.6,3.2,5.5,1.2,1.1,0.7,1.3,NA,71,NA,2.46,59.6,NA,NA,NA,NA,9.3,23.3,NA,NA,61,3.1,6.7,NA,NA,0.2,0.3,NA,52.6,4.7,82.4,72.1
Linn,2013,9007,435,11204,2168,27907,436,17.3,6.3,22.1,31.1,82.8,5.8,1.1,1.2,1,0.9,0.5,0.6,51.3,121,29,1.6,NA,NA,NA,NA,NA,8.2,14.5,3.7,60.9,NA,2.6,4.7,5.4,67,0.1,0.1,26.3,59.2,9.7,86.4,77.9
Linn,2014,8864,409,10773,1994,27658,401,12.9,7,19.2,31.1,79.6,6.5,1.1,1.1,1,0.9,0.5,0.6,69.4,169,28.6,1.5,44.7,53.8,64.9,58.9,65,8.4,14.6,3.8,NA,57.9,2.6,4.9,4.9,69,0.1,0.1,26.8,54.9,8.3,86.2,77.7
Linn,2015,8904,338,10445,1606,27791,352,13,2.7,16.9,30.9,82.8,8.9,1.1,1.1,1,0.9,0.5,0.6,70.9,124,25.9,1.2,44.3,40.7,41.3,36.5,53.4,8.7,15.1,4.4,NA,62.9,2.7,4.9,4.3,69,0.2,0.2,22.4,62.5,6.9,85.8,77.3
Linn,2016,7424,258,10449,1374,28173,363,10.9,5.9,16.8,29.6,82,6.7,1.1,1.2,1.1,0.8,0.5,0.7,76.2,90,23.3,0.92,44.1,42.4,41.1,32,48.5,8.8,15.4,4.3,NA,64,2.7,5,3.8,NA,0.2,0.2,17.5,55.8,5.8,85.5,76.6
Linn,2017,NA,203,9387,1105,28529,NA,NA,4.8,19.2,28.1,83.4,8.1,1.1,1.3,1.1,0.9,0.6,0.8,NA,99,NA,0.96,42.1,NA,NA,NA,NA,9.1,17.3,NA,NA,68,2.8,5.5,NA,NA,0.2,0.2,NA,60.1,4.8,85.1,83.3
Malheur,2013,2590,202,3946,695,7687,163,27.2,0,27.1,51.4,65.1,9.1,0.8,0.7,1.6,0.5,1.1,0.4,69.8,66,29,2.6,NA,NA,NA,NA,NA,32.8,50.4,7.6,76.6,NA,1.5,2.3,7.7,71,0,0,38.8,65.4,8.7,62.1,45.7
Malheur,2014,2595,210,3962,759,7644,134,24.5,10.2,26,43.4,58.3,8,0.8,0.8,1.6,0.5,1.2,0.4,72.2,75,27.2,2.7,71.6,52.4,57.4,57.7,59.3,33.1,50.2,8.4,NA,75.2,1.6,2.6,6.7,68,0,0,38.3,56.5,8.2,61.7,45.5
Malheur,2015,2593,187,3924,708,7654,128,16,2.4,28.1,44.8,65.1,NA,0.9,0.8,1.6,0.4,1.1,0.3,84.2,61,24.7,2.4,70.9,35.8,36.3,33.4,47.9,33.2,49.8,7.4,NA,72.6,1.6,2.6,6,55,0,0,33.9,64.4,6.5,61.7,46
Malheur,2016,2119,191,3629,586,8004,132,21.2,6.5,27.7,38.2,58.5,3.9,0.8,0.6,1.5,0.4,1.3,0.5,82.9,77,23.7,2.48,72.3,37.8,39.4,32.6,48,33.1,48.8,5.6,NA,70,1.6,2.6,4.6,NA,0,0,31,52.3,5.6,61.6,47
Malheur,2017,NA,177,3602,555,7810,NA,NA,2.5,26.5,40.7,67.3,6.5,0.8,0.6,1.5,0.5,1.3,0.6,NA,77,NA,3.12,72.1,NA,NA,NA,NA,34,54.8,NA,NA,73,1.6,2.7,NA,NA,0,0.1,NA,59.3,4.7,60.8,51.5
Marion,2013,27324,1252,37782,8354,82894,1801,10,4.9,18.3,35.9,74.6,6.5,1,1,2,1.8,1,1,71.4,430,26.8,1.5,NA,NA,NA,NA,NA,25.3,39.5,2,73.9,NA,2.4,4.1,6.6,72,0.8,1,27.9,60.2,8.4,67.5,51.7
Marion,2014,26896,1003,35805,7571,82929,1681,9.6,4.1,17.5,32.1,73.6,11,1,1,2,1.8,1,1.1,74.3,382,24.9,1.2,61.7,49.9,55,65.8,61.7,25.7,40,2.2,NA,57,2.4,4.2,5.1,71,0.8,1.1,25.1,45.7,7.5,66.9,50.9
Marion,2015,26853,907,34483,6000,83148,1595,9.9,5.2,16.1,33.4,74.6,8.7,1.1,1,2.1,1.7,1,1.1,74.2,334,23,1.1,61.7,36.3,36.8,40.3,51.7,26,40.3,2.6,NA,72.1,2.5,4.2,5.2,69,0.9,1.1,24.1,50.7,6.1,66.5,50.5
Marion,2016,22656,848,33166,5248,83381,1564,15.1,4.6,14.7,28.2,75.1,9.4,1,0.9,2.1,1.8,1,1.1,73.6,352,21.2,1,61.7,36.2,33.3,37.9,50.7,26.2,40.6,2.8,NA,69,2.6,4.3,4.1,NA,1,1.2,19.6,56,5.1,66.1,50.1
Marion,2017,NA,595,30261,4063,84787,NA,NA,5.6,13.4,27.9,77.2,7,1,1,2.2,2.1,1.1,1.3,NA,328,NA,1.01,63,NA,NA,NA,NA,26.7,45.3,NA,NA,71,2.6,4.9,NA,NA,1,1.3,NA,57.8,4.3,65.5,54.9
Morrow,2013,1000,43,1292,NA,3169,37,6.3,7.8,14.8,26.3,59.1,NA,1,0.7,0.7,0.3,0.5,0.9,72.5,21,25.4,1.4,NA,NA,NA,NA,NA,34,48.4,1.3,78.2,NA,1.8,2.3,8.2,71,0.2,0.1,24.5,63.6,7.8,61.8,47.2
Morrow,2014,962,23,1311,2,3133,30,9.4,0,14.4,38.2,66.3,NA,1,0.7,0.6,0.3,0.5,0.8,83.7,8,23.7,0.7,71.2,58.1,64,50.3,52.3,35.1,50.1,2.1,NA,74.2,1.9,2.3,7,65,0.3,0.2,22.3,40,7.1,60.6,45.7
Morrow,2015,940,26,1268,NA,3084,28,13.7,5.8,20.4,31,59.1,NA,1.1,0.7,0.6,0.2,0.5,0.7,76,6,21.2,0.8,71.3,34.3,38.9,29.8,48.9,36,51,1.7,NA,75.8,1.7,2.1,6.4,64,0.2,0.3,22.9,60,5.8,59.9,45
Morrow,2016,824,30,1173,NA,3192,33,6.2,6.1,26.4,28.6,68.7,10,1.1,0.8,0.5,0.3,0.7,1.1,84.5,20,19.7,0.99,71.2,37.4,40.9,33.8,48.7,36.3,50,1.9,NA,71,1.8,1.8,6,NA,0.3,0.3,19.2,53.9,5,59.4,45.8
Morrow,2017,NA,12,1134,166,3041,NA,NA,11.8,16.6,42.3,65.5,0,1.2,0.7,0.5,0.4,0.6,1.1,NA,10,NA,0.62,70.3,NA,NA,NA,NA,36.2,55.8,NA,NA,69,1.9,2.3,NA,NA,0.3,0.3,NA,25,4.4,59.4,50.1
Multnomah,2013,55116,2416,55888,15953,152725,3539,13.6,4.8,13.3,30.3,78,11.6,0.8,0.7,6.9,7.1,5.3,6.8,67,657,24.5,1.6,NA,NA,NA,NA,NA,11.1,19.7,3.3,74.2,NA,3.7,7.7,4.9,50,0.6,0.8,23,55.8,6.9,71.7,57.1
Multnomah,2014,54894,2253,54090,14032,153407,3482,12.5,5.1,11.5,29.6,77.5,14.4,0.8,0.7,7.1,7.2,5.3,6.9,70.6,645,23.6,1.5,55.5,57.1,63.5,59.3,64.1,11.2,19.6,4.1,NA,64.9,3.7,7.7,3.9,51,0.6,0.8,23.2,50,6.1,71.3,57.1
Multnomah,2015,55480,2131,50700,11660,154609,3353,12.7,4.7,9.9,27.7,78,16.4,0.8,0.7,7.4,7.2,5.3,7,72.1,633,21.9,1.4,54.9,45.1,46.4,44.5,56.2,11.3,19.5,4.3,NA,67.8,3.8,7.8,3,49,0.6,0.8,18.5,52.4,5,70.9,57
Multnomah,2016,46192,1810,49103,10780,150651,3536,13.5,4.5,8.8,22.8,80.2,15.6,0.7,0.7,7.4,7.1,5.4,7.4,73.8,563,20.3,1.1800000000000002,53.3,41.6,43.8,46.8,60.5,11.4,19.5,4.3,NA,64,3.8,7.9,2.9,NA,0.6,0.8,18.7,51.7,4.3,70.6,56.5
Multnomah,2017,NA,1537,42372,8685,154317,NA,NA,5,8.8,21.3,79,17.4,0.7,0.8,7.7,8.2,5.6,8.6,NA,593,NA,1.1900000000000002,52.6,NA,NA,NA,NA,11.6,21.6,NA,NA,66,3.9,8.8,NA,NA,0.6,0.9,NA,57.1,3.6,69.9,61.9
Oregon,2013,278380,12113,297162,63016,857606,16289,12.3,5,17.5,28.4,77.8,7.7,1.1,1.2,4,3.9,1.8,2.1,68.7,3810,25.9,1.4,NA,NA,NA,NA,NA,12.3,21.3,3.2,73.1,NA,3,5.7,5.8,59,0.4,0.5,21.6,62.8,7.7,77.5,65.3
Oregon,2014,276720,11443,285063,57664,858022,15258,11.6,5.1,15.8,26.1,76.9,8.9,1.1,1.2,4.1,4,1.8,2.1,72,4015,24.5,1.3,52,60,66,62,66,12.5,21.5,3.3,NA,65,3,5.8,4.6,59,0.4,0.5,21.6,55.3,6.9,77,64.9
Oregon,2015,278600,11238,271361,46892,862856,14119,12.1,4.9,14.7,25.1,79,10.2,1.1,1.2,4.3,4,1.8,2.2,73.8,3885,22.5,1.3,51.1,45.6,45.6,42.9,56.9,12.7,21.7,3.6,NA,70,3.1,5.8,3.6,58,0.4,0.5,20.3,60,5.7,76.6,64.6
Oregon,2016,235800,10375,264223,42044,868727,14583,13.7,4.6,13.6,22.7,79.7,9,1.1,1.2,4.3,4.1,1.9,2.3,74.8,3679,20,1.1900000000000002,49.7,47.5,47.4,42.4,57.2,12.8,20.3,3.8,NA,66,3.1,5.9,3.3,NA,0.4,0.5,17.2,59.5,4.9,76.4,64
Oregon,2017,NA,7956,236437,34096,873619,NA,NA,5.4,13.5,20.5,79.9,9,1.1,1.3,4.5,4.7,1.9,2.6,NA,3821,NA,1.24,49.3,NA,NA,NA,NA,13.1,24.3,NA,NA,68,3.2,6.7,NA,NA,0.4,0.5,NA,62.3,4.1,75.8,71.1
Polk,2013,5510,230,4799,1113,18075,310,9.1,7.1,15.9,19.5,77.7,8.5,1.8,2,1.9,1.7,0.6,0.8,59.1,82,25.1,1.3,NA,NA,NA,NA,NA,13,21.3,2.2,71.8,NA,2.9,5.1,6.6,65,0.3,0.4,21.8,65.5,7.6,79.6,68.8
Polk,2014,5456,200,4603,1010,18117,276,8.4,9.4,14.7,18.9,76.5,6.3,1.8,2,1.9,1.6,0.6,0.8,69.8,95,23.5,1.1,53.4,58.7,58.8,51.3,56.9,13,21.2,1.9,NA,59.5,2.9,5.2,5.1,69,0.3,0.3,17.2,58.7,6.9,79.5,68.9
Polk,2015,5468,169,4488,901,18243,265,10,7,12.4,17.2,77.7,NA,1.8,2,1.9,1.6,0.7,0.9,77.7,71,21.6,0.9,49.7,38.2,31.5,44.4,52,13.3,21.4,2.1,NA,66.7,3,5.1,4.4,70,0.3,0.4,18.1,60.6,5.7,79.1,68.6
Polk,2016,4791,168,4499,830,18333,273,13.1,8.2,13.5,18.4,79.7,5.3,1.8,2,1.8,1.5,0.9,1.4,80.6,76,20,0.88,49.7,41.7,44.5,33.3,46.6,13.7,22,2.5,NA,65,3,5.2,3.6,NA,0.3,0.5,14,59.5,5.1,78.5,67.5
Polk,2017,NA,106,4066,895,19258,NA,NA,9.3,12.9,15.9,78.4,5.5,1.8,2.2,1.9,1.6,0.9,1.7,NA,55,NA,0.77,52,NA,NA,NA,NA,14,25.7,NA,NA,64,3.1,6.2,NA,NA,0.3,0.5,NA,59.4,4.3,78,77.1
Sherman,2013,98,13,113,NA,329,8,NA,0,9.1,23.8,83.3,NA,1.2,1.1,0.2,0,0.2,0,81,NA,30.2,4,NA,NA,NA,NA,NA,6.9,12.9,NA,79.5,NA,1.6,3.6,9.3,67,0.1,0,23.7,NA,7.3,89.9,82.4
Sherman,2014,84,5,108,0,307,3,NA,0,6.5,NA,94.7,NA,1.4,1.2,0.2,0,0.4,0,66.7,NA,26.9,1.6,57.7,75,62.5,80,73.3,6.8,15.5,0,NA,72.1,1.8,3.6,6.3,56,0.1,0,23.4,NA,7.5,89.4,79.8
Sherman,2015,76,0,101,NA,303,2,NA,0,16.5,NA,83.3,NA,1.5,2.1,0.2,0,0.2,0,72,0,26.4,0,48.2,87.5,93.8,26.3,57.9,6.8,14.6,4.4,NA,70.5,1.8,3.3,6.7,31,0.1,0,20.7,NA,6.3,89.3,79.9
Sherman,2016,87,0,101,NA,349,2,0,58.8,5.9,NA,82.4,NA,2,2.8,0.3,0,0.2,0,80,NA,22.3,0,48.8,87.5,62.5,36.8,57.9,6.8,12.8,0,NA,62,1.8,3.1,5.1,NA,0.1,0,18.2,NA,4.6,88.8,81.3
Sherman,2017,NA,0,101,8,336,NA,NA,0,20.8,0,86.7,NA,2,3.6,0.5,0.3,0.2,0,NA,0,NA,0,56.4,NA,NA,NA,NA,7.1,13.7,NA,NA,65,2.6,5.4,NA,NA,0.1,0,NA,NA,4.8,87.6,86.6
Tillamook,2013,1635,88,1887,155,4853,115,19.8,0,29.9,31.4,75,NA,1,1.2,0.9,0.7,0.4,0.4,81,37,26.4,1.8,NA,NA,NA,NA,NA,9.8,22.9,4.1,87.4,NA,2.1,4.1,9.3,74,0.2,0.3,26.1,76.5,7.2,85.5,70.2
Tillamook,2014,1655,81,1842,154,4828,114,17.2,11.7,26.9,39.5,72,NA,1.1,1.2,1,0.8,0.4,0.4,83.9,37,25.4,1.7,60,65.7,66.8,68,63.4,10.3,23.5,4.5,NA,68.1,2.3,4.4,7.3,73,0.2,0.3,25.9,58.3,7,84.7,69.3
Tillamook,2015,1663,60,1746,258,4918,82,18.8,16.1,27.2,31.6,75,33.3,1.1,1.3,1,0.9,0.4,0.4,84.8,21,23,1.2,59.3,36.7,38.3,41.5,53.4,10.7,23.8,4.2,NA,67.7,2.3,4.8,6,71,0.3,0.4,25.2,51.3,5.8,84.2,68.5
Tillamook,2016,1353,51,1748,130,5009,65,19.9,7.8,23.2,26.9,75.7,28.6,1.1,1.2,1,0.8,0.4,0.4,80.2,14,20.6,1,58.2,43,43,41.7,57.3,10.5,22.6,6.1,NA,61,2.4,5.2,4.9,NA,0.3,0.4,20.4,57.8,5,84.3,69.3
Tillamook,2017,NA,36,1535,113,5077,NA,NA,4.6,22,21.8,65.4,15.4,1.1,1.4,1,0.9,0.4,0.5,NA,26,NA,1.02,56.9,NA,NA,NA,NA,10.7,25.2,NA,NA,64,2.4,5.7,NA,NA,0.3,0.5,NA,41.7,4.3,84.1,75.5
Umatilla,2013,6594,205,7805,1629,19925,359,9.3,5.2,18.3,50.4,71.8,NA,3.1,3.1,0.9,0.8,0.8,0.5,72.2,74,25.3,1,NA,NA,NA,NA,NA,25.2,38.4,1.8,69.9,NA,1.9,3.2,8,68,0.1,0.2,22.8,63.4,8.1,68,53.9
Umatilla,2014,6598,196,7284,1482,19825,315,8.8,2.9,18.8,40.3,73.6,NA,3.2,3.1,0.9,0.8,0.8,0.6,73.2,71,24.3,1,64.1,54.9,61.6,59.8,63.9,25.7,38.9,1.7,NA,72.9,1.9,3.2,5.6,70,0.1,0.2,25.2,51.9,7.9,67.3,53.2
Umatilla,2015,6620,190,6835,1275,19800,256,8.2,2.9,20.2,32,71.8,13.9,3.2,3.1,1,0.9,0.8,0.7,71.3,79,23,1,64,41.7,41,32.5,53,26.1,38.8,0.8,NA,71.5,1.9,3.2,6,73,0.2,0.2,26.3,54.8,6.5,66.9,53.1
Umatilla,2016,5313,168,6268,1300,20198,237,9.4,7.4,17.8,41.5,68.1,3.5,3.3,3.5,0.9,0.7,0.9,0.7,75.4,57,21.4,0.8200000000000001,64.5,33.8,32.9,28.1,54.5,26.4,39.2,1.1,NA,63,2,3.3,5,NA,0.2,0.2,19.1,55.7,5.4,66.4,52.5
Umatilla,2017,NA,115,6353,927,19573,NA,NA,6.3,17.7,38.6,74,15.5,3.2,3.7,0.9,0.7,0.9,0.7,NA,58,NA,0.8,65.4,NA,NA,NA,NA,26.8,43.3,NA,NA,64,1.9,3.5,NA,NA,0.2,0.2,NA,61.7,4.8,66,57.4
Union,2013,1882,54,2120,546,5653,101,16.7,3.1,17.2,27.6,82.4,NA,1.1,1.1,1,1.1,0.5,0.6,77.4,30,27.5,1,NA,NA,NA,NA,NA,4.4,7.4,3.1,76.1,NA,2.1,4,7.2,58,1.2,1.6,24.7,54.2,8.2,89.7,84.2
Union,2014,1871,54,2021,485,5658,87,16.9,10.3,14.1,19.9,82.4,NA,1,1,1,1.1,0.5,0.6,79.1,20,26.2,1,56.1,59.6,69.5,69.7,68.7,4.5,7.5,4.1,NA,66.6,2.2,4.1,6.2,55,1.3,2,22,61.1,7.4,89.5,83.7
Union,2015,1887,70,1974,415,5704,88,23.9,13.4,14,21.1,82.4,NA,1,1.1,1.1,1.1,0.5,0.7,86.6,28,24.7,1.2,52.4,46.5,34.5,34.8,48.2,4.7,8,5.6,NA,69.1,2.3,4.4,4.5,52,1.3,1.8,21.2,66.7,6.3,89,82.8
Union,2016,1600,53,1903,385,5795,106,22.8,12.8,16,23.4,79,15,1.1,1.1,1.1,1.2,0.6,0.9,85.3,20,23.9,0.88,55.6,36.6,39.1,35.9,53.6,4.7,95.4,5,NA,62,2.3,4.1,4.4,NA,1.2,1.8,19.9,59.5,5.9,89,83.2
Union,2017,NA,24,1948,344,5914,NA,NA,6.7,18,23.1,83.6,8.8,1,1.2,1.2,1.4,0.7,1,NA,34,NA,0.93,52,NA,NA,NA,NA,4.8,8.9,NA,NA,63,2.5,5.3,NA,NA,1.2,1.9,NA,62.5,5.3,88.7,93.9
Wallowa,2013,416,12,349,87,1251,16,NA,14.7,16,12.9,74.2,NA,0.6,0.9,0.4,0.4,0.5,1.2,93.5,NA,25.6,1,NA,NA,NA,NA,NA,2.7,5.4,1.2,NA,NA,1.9,4.2,8.8,57,0.1,0.3,26.3,NA,9.9,93.8,87.6
Wallowa,2014,414,15,354,77,1251,15,12.4,0,9.6,25.6,77.2,NA,0.7,1,0.5,0.4,0.5,1.1,97.4,8,27.2,1.2,36.6,52.5,80.3,54.6,63.1,2.8,4.9,2.4,NA,55.7,2,4.7,7.2,58,0.1,0.3,26.1,NA,10.2,93.5,87.5
Wallowa,2015,412,10,337,75,1270,13,11.2,16.1,14.2,NA,74.2,0,0.7,1.2,0.5,0.4,0.5,1.4,93.6,NA,26.4,0.8,38,31.5,47.2,39.3,54.1,2.9,6,4.4,NA,65,2,4.5,5.8,53,0.1,0.3,26.2,37.5,7.9,93.2,86.2
Wallowa,2016,319,16,329,124,1319,6,34.6,0,14.4,25.3,81.4,14.3,0.7,1.1,0.5,0.5,0.3,0.4,92.9,7,24.4,1.1500000000000001,33.6,43.9,40,26.1,43,2.8,5.4,3.9,NA,56,2.2,4.5,4.8,NA,0.1,0.3,22.5,18.2,6.8,93.4,87.8
Wallowa,2017,NA,11,304,63,1314,NA,NA,0,17.2,12.4,82.5,0,0.8,1.1,0.5,0.5,0.4,0.5,NA,5,NA,1.22,44.2,NA,NA,NA,NA,3,5.9,NA,NA,66,2.1,4.6,NA,NA,0.1,0.3,NA,36.4,5.6,93.1,94.7
Wasco,2013,1852,130,2234,292,5678,133,9.2,10,24.7,37.1,86.5,NA,3.6,3.6,0.8,0.8,0.4,0.6,60.1,29,25,2.3,NA,NA,NA,NA,NA,16.4,29.7,3.3,79.5,NA,2,3.8,8.8,50,0.7,0.9,25.9,71.3,7.1,76.1,60.6
Wasco,2014,1853,144,2137,227,5742,122,16.4,0,26.8,29,80.8,NA,3.3,3.3,1,0.8,0.5,0.6,65.4,42,22.1,2.5,66.1,51.1,55.9,63.8,70.9,17,30.2,3.4,NA,72.1,1.9,3.8,7.3,48,0.7,1,23.4,63.7,6.7,75.7,60.3
Wasco,2015,1879,140,2050,178,5787,102,16.7,5.8,30.2,50,86.5,NA,3.1,2.9,1,0.9,0.5,0.6,64,38,21.5,2.4,64.8,38.6,40.1,34.8,49.1,17.4,31,2.6,NA,70.5,2,3.7,6,57,0.7,1,24.1,71.6,5.7,75.3,59.9
Wasco,2016,1675,150,1972,149,5848,115,24.7,3.1,24.9,31.5,82,1.8,3.1,3.1,1.1,0.9,0.5,0.6,75.6,55,19.3,2.4899999999999998,63.9,58.1,53.7,50.4,64.2,17.4,29.9,3.5,NA,62,2,3.7,5.3,NA,0.8,1.1,21.8,75.3,4.9,75.2,60.7
Wasco,2017,NA,94,1863,129,5933,NA,NA,3.2,22.5,29.4,82.7,3.7,2.9,3,1.2,1,0.5,0.8,NA,54,NA,2.4099999999999997,63.6,NA,NA,NA,NA,18.4,33.9,NA,NA,65,2,4,NA,NA,0.8,1.2,NA,70.2,4.1,74.3,65.3
